words,tags,intent,sentence,slots,intent_id
"['Pitch', 'attitude', '10', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 10 degrees adjusted,"{'status': 'adjusted', 'angle': '10'}",
"['Pitch', 'attitude', '11', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 11 degrees set,"{'status': 'set', 'angle': '11'}",
"['Pitch', 'attitude', '11', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 11 degrees maintained,"{'status': 'maintained', 'angle': '11'}",
"['Pitch', 'attitude', '11', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 11 degrees confirmed,"{'status': 'confirmed', 'angle': '11'}",
"['Pitch', 'attitude', '11', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 11 degrees reached,"{'status': 'reached', 'angle': '11'}",
"['Pitch', 'attitude', '11', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 11 degrees adjusted,"{'status': 'adjusted', 'angle': '11'}",
"['Pitch', 'attitude', '12', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 12 degrees set,"{'status': 'set', 'angle': '12'}",
"['Pitch', 'attitude', '12', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 12 degrees maintained,"{'status': 'maintained', 'angle': '12'}",
"['Pitch', 'attitude', '12', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 12 degrees confirmed,"{'status': 'confirmed', 'angle': '12'}",
"['Pitch', 'attitude', '12', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 12 degrees reached,"{'status': 'reached', 'angle': '12'}",
"['Pitch', 'attitude', '12', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 12 degrees adjusted,"{'status': 'adjusted', 'angle': '12'}",
"['Pitch', 'attitude', '13', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 13 degrees set,"{'status': 'set', 'angle': '13'}",
"['Pitch', 'attitude', '13', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 13 degrees maintained,"{'status': 'maintained', 'angle': '13'}",
"['Pitch', 'attitude', '13', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 13 degrees confirmed,"{'status': 'confirmed', 'angle': '13'}",
"['Pitch', 'attitude', '13', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 13 degrees reached,"{'status': 'reached', 'angle': '13'}",
"['Pitch', 'attitude', '13', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 13 degrees adjusted,"{'status': 'adjusted', 'angle': '13'}",
"['Pitch', 'attitude', '14', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 14 degrees set,"{'status': 'set', 'angle': '14'}",
"['Pitch', 'attitude', '14', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 14 degrees maintained,"{'status': 'maintained', 'angle': '14'}",
"['Pitch', 'attitude', '14', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 14 degrees confirmed,"{'status': 'confirmed', 'angle': '14'}",
"['Pitch', 'attitude', '14', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 14 degrees reached,"{'status': 'reached', 'angle': '14'}",
"['Pitch', 'attitude', '14', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 14 degrees adjusted,"{'status': 'adjusted', 'angle': '14'}",
"['Pitch', 'attitude', '15', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 15 degrees set,"{'status': 'set', 'angle': '15'}",
"['Pitch', 'attitude', '15', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 15 degrees maintained,"{'status': 'maintained', 'angle': '15'}",
"['Pitch', 'attitude', '15', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 15 degrees confirmed,"{'status': 'confirmed', 'angle': '15'}",
"['Pitch', 'attitude', '15', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 15 degrees reached,"{'status': 'reached', 'angle': '15'}",
"['Pitch', 'attitude', '15', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 15 degrees adjusted,"{'status': 'adjusted', 'angle': '15'}",
"['Pitch', 'attitude', '16', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 16 degrees set,"{'status': 'set', 'angle': '16'}",
"['Pitch', 'attitude', '16', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 16 degrees maintained,"{'status': 'maintained', 'angle': '16'}",
"['Pitch', 'attitude', '16', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 16 degrees confirmed,"{'status': 'confirmed', 'angle': '16'}",
"['Pitch', 'attitude', '16', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 16 degrees reached,"{'status': 'reached', 'angle': '16'}",
"['Pitch', 'attitude', '16', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 16 degrees adjusted,"{'status': 'adjusted', 'angle': '16'}",
"['Pitch', 'attitude', '17', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 17 degrees set,"{'status': 'set', 'angle': '17'}",
"['Pitch', 'attitude', '17', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 17 degrees maintained,"{'status': 'maintained', 'angle': '17'}",
"['Pitch', 'attitude', '17', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 17 degrees confirmed,"{'status': 'confirmed', 'angle': '17'}",
"['Pitch', 'attitude', '17', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 17 degrees reached,"{'status': 'reached', 'angle': '17'}",
"['Pitch', 'attitude', '17', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 17 degrees adjusted,"{'status': 'adjusted', 'angle': '17'}",
"['Pitch', 'attitude', '18', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 18 degrees set,"{'status': 'set', 'angle': '18'}",
"['Pitch', 'attitude', '18', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 18 degrees maintained,"{'status': 'maintained', 'angle': '18'}",
"['Pitch', 'attitude', '18', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 18 degrees confirmed,"{'status': 'confirmed', 'angle': '18'}",
"['Pitch', 'attitude', '18', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 18 degrees reached,"{'status': 'reached', 'angle': '18'}",
"['Pitch', 'attitude', '18', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 18 degrees adjusted,"{'status': 'adjusted', 'angle': '18'}",
"['Pitch', 'attitude', '19', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 19 degrees set,"{'status': 'set', 'angle': '19'}",
"['Pitch', 'attitude', '19', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 19 degrees maintained,"{'status': 'maintained', 'angle': '19'}",
"['Pitch', 'attitude', '19', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 19 degrees confirmed,"{'status': 'confirmed', 'angle': '19'}",
"['Pitch', 'attitude', '19', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 19 degrees reached,"{'status': 'reached', 'angle': '19'}",
"['Pitch', 'attitude', '19', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 19 degrees adjusted,"{'status': 'adjusted', 'angle': '19'}",
"['Pitch', 'attitude', '20', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 20 degrees set,"{'status': 'set', 'angle': '20'}",
"['Pitch', 'attitude', '20', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 20 degrees maintained,"{'status': 'maintained', 'angle': '20'}",
"['Pitch', 'attitude', '20', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 20 degrees confirmed,"{'status': 'confirmed', 'angle': '20'}",
"['Pitch', 'attitude', '20', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 20 degrees reached,"{'status': 'reached', 'angle': '20'}",
"['Pitch', 'attitude', '20', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 20 degrees adjusted,"{'status': 'adjusted', 'angle': '20'}",
"['Pitch', 'attitude', '21', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 21 degrees set,"{'status': 'set', 'angle': '21'}",
"['Pitch', 'attitude', '21', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 21 degrees maintained,"{'status': 'maintained', 'angle': '21'}",
"['Pitch', 'attitude', '21', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 21 degrees confirmed,"{'status': 'confirmed', 'angle': '21'}",
"['Pitch', 'attitude', '21', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 21 degrees reached,"{'status': 'reached', 'angle': '21'}",
"['Pitch', 'attitude', '21', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 21 degrees adjusted,"{'status': 'adjusted', 'angle': '21'}",
"['Pitch', 'attitude', '22', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 22 degrees set,"{'status': 'set', 'angle': '22'}",
"['Pitch', 'attitude', '22', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 22 degrees maintained,"{'status': 'maintained', 'angle': '22'}",
"['Pitch', 'attitude', '22', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 22 degrees confirmed,"{'status': 'confirmed', 'angle': '22'}",
"['Pitch', 'attitude', '22', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 22 degrees reached,"{'status': 'reached', 'angle': '22'}",
"['Pitch', 'attitude', '22', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 22 degrees adjusted,"{'status': 'adjusted', 'angle': '22'}",
"['Pitch', 'attitude', '23', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 23 degrees set,"{'status': 'set', 'angle': '23'}",
"['Pitch', 'attitude', '23', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 23 degrees maintained,"{'status': 'maintained', 'angle': '23'}",
"['Pitch', 'attitude', '23', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 23 degrees confirmed,"{'status': 'confirmed', 'angle': '23'}",
"['Pitch', 'attitude', '23', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 23 degrees reached,"{'status': 'reached', 'angle': '23'}",
"['Pitch', 'attitude', '23', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 23 degrees adjusted,"{'status': 'adjusted', 'angle': '23'}",
"['Pitch', 'attitude', '24', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 24 degrees set,"{'status': 'set', 'angle': '24'}",
"['Pitch', 'attitude', '24', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 24 degrees maintained,"{'status': 'maintained', 'angle': '24'}",
"['Pitch', 'attitude', '24', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 24 degrees confirmed,"{'status': 'confirmed', 'angle': '24'}",
"['Pitch', 'attitude', '24', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 24 degrees reached,"{'status': 'reached', 'angle': '24'}",
"['Pitch', 'attitude', '24', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 24 degrees adjusted,"{'status': 'adjusted', 'angle': '24'}",
"['increase', 'the', 'nose', 'up', 'for', 'airspeed']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose up for airspeed,"{'direction': 'up', 'action': 'increase', 'reason': 'airspeed'}",
"['increase', 'the', 'nose', 'up', 'for', 'stability']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose up for stability,"{'direction': 'up', 'action': 'increase', 'reason': 'stability'}",
"['increase', 'the', 'nose', 'up', 'for', 'efficiency']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose up for efficiency,"{'direction': 'up', 'action': 'increase', 'reason': 'efficiency'}",
"['increase', 'the', 'nose', 'up', 'for', 'optimization']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose up for optimization,"{'direction': 'up', 'action': 'increase', 'reason': 'optimization'}",
"['increase', 'the', 'nose', 'up', 'for', 'correction']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose up for correction,"{'direction': 'up', 'action': 'increase', 'reason': 'correction'}",
"['increase', 'the', 'nose', 'down', 'for', 'airspeed']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose down for airspeed,"{'direction': 'down', 'action': 'increase', 'reason': 'airspeed'}",
"['increase', 'the', 'nose', 'down', 'for', 'stability']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose down for stability,"{'direction': 'down', 'action': 'increase', 'reason': 'stability'}",
"['increase', 'the', 'nose', 'down', 'for', 'efficiency']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose down for efficiency,"{'direction': 'down', 'action': 'increase', 'reason': 'efficiency'}",
"['increase', 'the', 'nose', 'down', 'for', 'optimization']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose down for optimization,"{'direction': 'down', 'action': 'increase', 'reason': 'optimization'}",
"['increase', 'the', 'nose', 'down', 'for', 'correction']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose down for correction,"{'direction': 'down', 'action': 'increase', 'reason': 'correction'}",
"['increase', 'the', 'nose', 'positive', 'for', 'airspeed']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose positive for airspeed,"{'direction': 'positive', 'action': 'increase', 'reason': 'airspeed'}",
"['increase', 'the', 'nose', 'positive', 'for', 'stability']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose positive for stability,"{'direction': 'positive', 'action': 'increase', 'reason': 'stability'}",
"['increase', 'the', 'nose', 'positive', 'for', 'efficiency']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose positive for efficiency,"{'direction': 'positive', 'action': 'increase', 'reason': 'efficiency'}",
"['increase', 'the', 'nose', 'positive', 'for', 'optimization']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose positive for optimization,"{'direction': 'positive', 'action': 'increase', 'reason': 'optimization'}",
"['increase', 'the', 'nose', 'positive', 'for', 'correction']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose positive for correction,"{'direction': 'positive', 'action': 'increase', 'reason': 'correction'}",
"['increase', 'the', 'nose', 'negative', 'for', 'airspeed']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose negative for airspeed,"{'direction': 'negative', 'action': 'increase', 'reason': 'airspeed'}",
"['increase', 'the', 'nose', 'negative', 'for', 'stability']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose negative for stability,"{'direction': 'negative', 'action': 'increase', 'reason': 'stability'}",
"['increase', 'the', 'nose', 'negative', 'for', 'efficiency']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose negative for efficiency,"{'direction': 'negative', 'action': 'increase', 'reason': 'efficiency'}",
"['increase', 'the', 'nose', 'negative', 'for', 'optimization']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose negative for optimization,"{'direction': 'negative', 'action': 'increase', 'reason': 'optimization'}",
"['increase', 'the', 'nose', 'negative', 'for', 'correction']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,increase the nose negative for correction,"{'direction': 'negative', 'action': 'increase', 'reason': 'correction'}",
"['decrease', 'the', 'nose', 'up', 'for', 'airspeed']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose up for airspeed,"{'direction': 'up', 'action': 'decrease', 'reason': 'airspeed'}",
"['decrease', 'the', 'nose', 'up', 'for', 'stability']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose up for stability,"{'direction': 'up', 'action': 'decrease', 'reason': 'stability'}",
"['decrease', 'the', 'nose', 'up', 'for', 'efficiency']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose up for efficiency,"{'direction': 'up', 'action': 'decrease', 'reason': 'efficiency'}",
"['decrease', 'the', 'nose', 'up', 'for', 'optimization']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose up for optimization,"{'direction': 'up', 'action': 'decrease', 'reason': 'optimization'}",
"['decrease', 'the', 'nose', 'up', 'for', 'correction']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose up for correction,"{'direction': 'up', 'action': 'decrease', 'reason': 'correction'}",
"['decrease', 'the', 'nose', 'down', 'for', 'airspeed']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose down for airspeed,"{'direction': 'down', 'action': 'decrease', 'reason': 'airspeed'}",
"['decrease', 'the', 'nose', 'down', 'for', 'stability']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose down for stability,"{'direction': 'down', 'action': 'decrease', 'reason': 'stability'}",
"['decrease', 'the', 'nose', 'down', 'for', 'efficiency']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose down for efficiency,"{'direction': 'down', 'action': 'decrease', 'reason': 'efficiency'}",
"['decrease', 'the', 'nose', 'down', 'for', 'optimization']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose down for optimization,"{'direction': 'down', 'action': 'decrease', 'reason': 'optimization'}",
"['decrease', 'the', 'nose', 'down', 'for', 'correction']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose down for correction,"{'direction': 'down', 'action': 'decrease', 'reason': 'correction'}",
"['decrease', 'the', 'nose', 'positive', 'for', 'airspeed']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose positive for airspeed,"{'direction': 'positive', 'action': 'decrease', 'reason': 'airspeed'}",
"['decrease', 'the', 'nose', 'positive', 'for', 'stability']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose positive for stability,"{'direction': 'positive', 'action': 'decrease', 'reason': 'stability'}",
"['decrease', 'the', 'nose', 'positive', 'for', 'efficiency']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose positive for efficiency,"{'direction': 'positive', 'action': 'decrease', 'reason': 'efficiency'}",
"['decrease', 'the', 'nose', 'positive', 'for', 'optimization']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose positive for optimization,"{'direction': 'positive', 'action': 'decrease', 'reason': 'optimization'}",
"['decrease', 'the', 'nose', 'positive', 'for', 'correction']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose positive for correction,"{'direction': 'positive', 'action': 'decrease', 'reason': 'correction'}",
"['decrease', 'the', 'nose', 'negative', 'for', 'airspeed']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose negative for airspeed,"{'direction': 'negative', 'action': 'decrease', 'reason': 'airspeed'}",
"['decrease', 'the', 'nose', 'negative', 'for', 'stability']","['B-action', 'O', 'O', 'B-direction', 'O', 'O']",5.0,decrease the nose negative for stability,"{'direction': 'negative', 'action': 'decrease', 'reason': 'stability'}",
